Day,Month,Year,Decade,Country,Record_Type,Latitude,Longitude,Coord_Uncertainty_m,Vitality,Quantity,Quantity_Type,Habitat,Verification,Reference,Notes,Translated_Notes,Dataset_Name,Dataset_Key,Publishing_Org_Key,Institution_Code,Institution_ID,Rights_Holder,Access_Rights,License,Database
22,3,2007,2000s,France,Observation,49.324774,-1.735547,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
22,3,2007,2000s,France,HumanObservation,49.32477435,-1.73554683,100,Alive,O,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
25,3,2007,2000s,France,Observation,49.636546,-1.232711,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
25,3,2007,2000s,France,HumanObservation,49.63654611,-1.232711228,100,Alive,O,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
29,10,2008,2000s,France,Observation,43.3432,-1.76547,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,a62cd55f-7974-4976-aca9-34e7b016b745,486,NA,NA,NA,NA,OBIS
29,10,2008,2000s,France,Observation,43.3432,-1.76548,10,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
27,11,2008,2000s,France,Observation,43.49931,-1.48557,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,95a48ee5-c50a-4c56-bea1-c06ea2a830e9,486,NA,NA,NA,NA,OBIS
27,11,2008,2000s,France,Observation,43.49931,-1.48558,10,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
27,11,2008,2000s,France,Observation,43.52688,-1.49939,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,29d993bd-a5aa-4d76-afb3-12c78c14d149,486,NA,NA,NA,NA,OBIS
27,11,2008,2000s,France,Observation,43.52688,-1.4994,10,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,9,2008,2000s,France,Observation,45.55177,-0.94388,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,626c8264-0be7-4fdf-9d08-fac8aa1357b8,486,NA,NA,NA,NA,OBIS
18,9,2008,2000s,France,Observation,45.552,-0.944,10,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
8,3,2008,2000s,France,HumanObservation,49.57909892,-1.257681156,100,Alive,O,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
8,3,2008,2000s,France,Observation,49.579099,-1.257681,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
26,4,2009,2000s,France,Observation,46.21833,-1.50889,1,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,4,2009,2000s,France,Observation,46.23722,-1.49889,1,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
1,1,2009,2000s,France,Observation,48.5977,-2.55358,50,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,f6b72f89-09c9-4805-be09-96198ab19050,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,11,2009,2000s,France,Observation,48.833544,-1.61335,4,Unknown,Unknown,NA,NA,Accepted,https://www.inaturalist.org/observations/91510619,NA,NA,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,iNaturalist,NA,chipiok,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
8,2,2009,2000s,France,Observation,49.603444,-1.257243,100,Alive,Unknown,NA,NA,Accepted,NA,cultivated,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
8,2,2009,2000s,France,HumanObservation,49.60344435,-1.257242529,100,Alive,A,SACFOR,Unknown,Accepted,NA,cultivated,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
12,3,2009,2000s,France,HumanObservation,49.61447473,-1.223436912,100,Alive,C,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
12,3,2009,2000s,France,Observation,49.614475,-1.223437,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
23,3,2010,2010s,France,Observation,45.96088,-1.2146,10,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
10,10,2010,2010s,France,Observation,48.19856,-4.48089,5000,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,a5de4acf-39c5-4492-958e-983a13a611f9,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,9,2010,2010s,France,Observation,49.33973,-0.49574,400,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,df589977-b6e4-4d5a-aae7-f90694d229ac,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
11,3,2010,2010s,France,Observation,49.534886,-1.29438,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
11,3,2010,2010s,France,HumanObservation,49.53488612,-1.294380323,100,Alive,C,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
9,3,2010,2010s,France,Observation,49.540717,-1.299231,100,Alive,Unknown,NA,NA,Accepted,NA,"some rolling at water's edge, some in sacks",NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
9,3,2010,2010s,France,HumanObservation,49.54071712,-1.299230826,100,Alive,F,SACFOR,Unknown,Accepted,NA,"some rolling at water's edge, some in sacks",NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
7,3,2010,2010s,France,Observation,49.560513,-1.303566,100,Alive,Unknown,NA,NA,Accepted,NA,NA,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
7,3,2010,2010s,France,HumanObservation,49.56051341,-1.303566067,100,Alive,O,SACFOR,Unknown,Accepted,NA,NA,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
13,6,2010,2010s,France,Observation,49.59224,-1.24995,100,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,67acf85b-ffb8-4f30-9f4a-ec2ece96d77f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
5,7,2011,2010s,France,Observation,47.096821,-2.062533,50,Unknown,Unknown,NA,NA,Accepted,https://www.inaturalist.org/observations/64103599,NA,NA,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,iNaturalist,NA,novoid,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
24,8,2011,2010s,France,Observation,48.6825,-2.32713,50,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,72a17f09-ceaa-4420-aff3-3bb99564774e,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,8,2011,2010s,France,Observation,49.361124,-0.843252,39,Unknown,Unknown,NA,NA,Accepted,https://www.inaturalist.org/observations/92688311,NA,NA,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,iNaturalist,NA,Michael Grundner,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,GBIF
24,3,2011,2010s,France,Observation,49.39297,-1.15977,1,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
24,3,2011,2010s,France,Observation,49.41767,-1.17601,1,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
24,3,2011,2010s,France,Observation,49.41773,-1.17588,1,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
24,3,2011,2010s,France,Observation,49.47278,-1.24169,1,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
26,3,2011,2010s,France,Observation,49.58919,-1.24414,100,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
19,2,2011,2010s,France,Observation,49.68379,-1.269688,100,Alive,Unknown,NA,NA,Accepted,NA,wild specimens attached to rocks,NA,NA,e45ea07f-d054-4129-9552-f0c9e6af4019,dccfcdcf-d272-45c8-85cb-e3dbf18b8a34,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
19,2,2011,2010s,France,HumanObservation,49.68379013,-1.269688042,100,Alive,O,SACFOR,Unknown,Accepted,NA,wild specimens attached to rocks,NA,Conchological Society of Great Britain & Ireland: marine mollusc records,NA,NA,Conchological Society of Great Britain & Ireland,NA,Conchological Society of Great Britain & Ireland,NA,CC-BY-NC,NBNAtlas
10,10,2012,2010s,France,Observation,45.7203,-1.01901,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,de77ca0f-f38d-4199-8c25-a7cef4371ddd,486,NA,NA,NA,NA,OBIS
2,4,2012,2010s,France,Observation,45.96088,-1.2146,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,a9e5e455-1750-4462-8b06-d0bb8f0e272d,486,NA,NA,NA,NA,OBIS
14,9,2013,2010s,France,Observation,47.56904,-2.90619,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,4,2013,2010s,France,Observation,48.78393,-3.5788,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,3,2014,2010s,France,Observation,45.95556,-1.39528,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,3,2014,2010s,France,Observation,45.95779,-1.3878,100,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
15,3,2014,2010s,France,Observation,45.95779,-1.3878,100,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
15,3,2014,2010s,France,Observation,46.04194,-1.39,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,3,2014,2010s,France,Observation,46.04207,-1.39047,5,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
14,7,2014,2010s,France,Observation,46.9859,-2.07925,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,NA,5eadc9bf-ceb9-493f-ba9d-04e62870766e,13473f43-bc05-415e-9766-c67872377ace,486,NA,NA,NA,NA,OBIS
10,4,2014,2010s,France,Observation,46.9859,-2.07925,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network,f3416b37-508f-45f0-a91f-165800611f4d,1b6d1f7f-54fa-4ecf-9308-abfdf48ff37f,NA,NA,NA,NA,NA,OBIS
10,4,2014,2010s,France,Observation,47.02522,-2.30814,NA,Unknown,Unknown,NA,Unknown,Unconfirmed,NA,NA,NA,Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network,f3416b37-508f-45f0-a91f-165800611f4d,1a925346-708e-4737-b444-7585c34ce145,NA,NA,NA,NA,NA,OBIS
23,2,2014,2010s,France,Observation,47.37586,-2.56042,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,12,2014,2010s,France,Observation,47.55676,-2.94996,50,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
19,4,2014,2010s,France,Observation,47.62199,-2.80552,50,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,10,2014,2010s,France,Observation,47.66122,-3.21095,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,9,2014,2010s,France,Observation,47.67445,-3.19909,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
8,8,2014,2010s,France,Observation,48.28273,-4.35804,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
28,6,2014,2010s,France,Observation,48.29294,-4.45493,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
13,4,2014,2010s,France,Observation,48.29332,-4.45359,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
30,8,2014,2010s,France,Observation,48.29639,-4.45095,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,7,2014,2010s,France,Observation,48.32565,-4.4522,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,4,2014,2010s,France,Observation,48.32565,-4.4522,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
26,7,2014,2010s,France,Observation,48.77533,-3.60244,200,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
NA,NA,2014,2010s,France,Observation,49.05479,-1.63084,5000,Unknown,Unknown,NA,NA,Probable,Mention dans la ZNIEFF numéro 25M000020 : Estran rocheux de Gouville à Agon-Coutainville,NA,NA,NA,f946666e-67dc-4848-9fa8-2162f3559e33,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,UMS PatriNat,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,11,2014,2010s,France,Observation,51.04325,2.36981,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
26,4,2015,2010s,France,Observation,43.65601,-1.43762,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,3,2015,2010s,France,Observation,47.30327,-2.52291,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
17,8,2015,2010s,France,Observation,47.56904,-2.90619,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,3,2015,2010s,France,Observation,47.86861,-3.92833,50,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,6bcfbc19-4a2a-496f-ae62-5dcb36e335fb,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
19,5,2015,2010s,France,Observation,47.87707,-3.93193,100,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,f240817c-23f3-4a8f-b32e-97833663fd4d,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,6,2015,2010s,France,Observation,48.29332,-4.45359,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
19,9,2015,2010s,France,Observation,48.29332,-4.45359,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
10,10,2015,2010s,France,Observation,49.59264,-1.25575,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
28,3,2015,2010s,France,Observation,50.72733,1.56975,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
24,10,2016,2010s,France,Observation,43.52688,-1.4994,10,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,6,2016,2010s,France,Observation,43.65601,-1.43762,25,Unknown,Unknown,NA,NA,Unconfirmed,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
14,7,2016,2010s,France,Observation,44.67168,-1.1508,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
27,8,2016,2010s,France,Observation,44.67168,-1.1508,25,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,25e3e8f1-86ee-440c-adfc-8e63759a6505,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,4,2016,2010s,France,Observation,44.6775,-1.10333,10,Unknown,Unknown,NA,NA,Probable,NA,WGS84,NA,NA,aeab6ee6-c27f-4f1c-8c20-418decd54684,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
